K,Train_Accuracy,CV_Accuracy,CV_Precision,CV_Recall,CV_F1,CV_ROC_AUC,CV_Std_Recall
3,0.9356558969397317,0.9023030313118507,0.27046642439522933,0.12292700658244093,0.16900984529894794,0.6413506208523309,0.005163121326681412
5,0.9263768160106046,0.9108888287722676,0.31396322031854507,0.08672682536868201,0.13590503646270852,0.6855982342317206,0.006033335950837527
7,0.9237104134447636,0.9140961248058668,0.34220305907808984,0.06853270623952121,0.11418567627730267,0.7102660513822657,0.0052552145104332645
9,0.922552432901884,0.9154750421157327,0.35197145644816114,0.05458120202756778,0.09449109260693112,0.7294318142070755,0.0023489394388360395
11,0.9217220389599506,0.9166177802690367,0.37192333190325433,0.046379301993751273,0.08245592885341514,0.7433408014334526,0.004767355005346285
13,0.9210668657580583,0.9174481778096666,0.3925706242074719,0.03912141988401076,0.0711486281441385,0.7543935779561616,0.002748008744673164
15,0.9208078437945194,0.9178595669111083,0.4032911570969685,0.03393687557795769,0.06259895784692367,0.7620415788441021,0.0022734212166115866
