,General_Health,Checkup,Exercise,Skin_Cancer,Other_Cancer,Depression,Diabetes,Arthritis,Sex,Age_Category,Height_(cm),BMI,Smoking_History,Alcohol_Consumption,Fruit_Consumption,Green_Vegetables_Consumption,FriedPotato_Consumption
Sem Doença,0.99398718430466,0.6946486323143157,0.16763518033926006,0.08141375497768032,0.0808551985259266,0.1577981511870852,0.10647949951316017,0.21225431827497848,0.24913126005978864,0.5710946486292926,0.005049711999799833,0.00555712479295279,0.23772681259179695,0.07458139278472488,0.04312823631824805,0.01369668900946752,0.004491323202940806
Com Doença,1.1404494749281178,0.2704479990669093,0.2303683125649,0.15284944339997195,0.15231981311350992,0.18510294890347198,0.22463926966784958,0.24489699823368966,0.23953272910344073,0.27991561757977,0.00503669891618121,0.0055868712219896855,0.2430195029271422,0.07324119547119361,0.040948694483980995,0.011709646765676238,0.004322420594357437
