,General_Health,Checkup,Exercise,Skin_Cancer,Other_Cancer,Depression,Diabetes,Arthritis,Sex,Age_Category,Height_(cm),BMI,Smoking_History,Alcohol_Consumption,Fruit_Consumption,Green_Vegetables_Consumption,FriedPotato_Consumption
Sem Doença,2.604792206771938,3.5930080917589757,0.785937622751198,0.0896535470186189,0.08836515044386833,0.19616623458244953,0.12110927802655354,0.3078325084452824,0.47193023803912326,1.062550082488805,0.5306488595595914,0.1890533476194883,0.3885144159006992,0.17314321627779125,0.24936326498548828,0.11885532052792835,0.04918579130332312
Com Doença,1.7183125147301437,3.85477256658025,0.6401131275041244,0.18831015790714117,0.18746170162620787,0.2452510016497761,0.3407494697148244,0.5714353052085789,0.6023096865425407,1.6558567051614423,0.5341277398067449,0.200852553929905,0.5835493754419043,0.13557860004713443,0.23412601146986942,0.10873239747819939,0.04688862538298374
