,General_Health,Checkup,Exercise,Skin_Cancer,Other_Cancer,Depression,Diabetes,Arthritis,Sex,Age_Category,Height_(cm),BMI,Smoking_History,Alcohol_Consumption,Fruit_Consumption,Green_Vegetables_Consumption,FriedPotato_Consumption
Sem Doença,0.9956530513321432,0.7041352608358187,0.16823967707450452,0.08161578970478545,0.08055675181009886,0.15768504417131052,0.10644182198172573,0.21307165636864298,0.2492120896426157,0.5683712498493613,0.0050364365077437455,0.005523221153185166,0.23757096571743963,0.07494409785482246,0.04272629702478767,0.013748160710338306,0.0044736579639285
Com Doença,1.140449475043423,0.27044799918220636,0.23036831268020333,0.15284944351527505,0.15231981322881258,0.185102949018774,0.22463926978315227,0.24489699834899192,0.23953272921874252,0.27991561769507495,0.005036699031483806,0.005586871337292172,0.2430195030424445,0.07324119558649561,0.04094869459928364,0.011709646880978768,0.0043224207096599935
