merge_distance,distance_jump
0.02606437503071435,
0.11039029424772995,0.0843259192170156
0.11540691728113975,0.0050166230334098005
0.11973408149782966,0.0043271642166899105
0.12702178569154482,0.007287704193715161
0.14307422119804022,0.016052435506495405
0.15615633103596543,0.01308210983792521
0.21312596587405774,0.05696963483809231
0.21777206341930452,0.00464609754524678
0.22008202258904178,0.0023099591697372523
0.2215230216101492,0.0014409990211074197
0.22589085664773303,0.004367835037583839
0.22642965478927007,0.0005387981415370391
0.2330203785562338,0.006590723766963735
0.2330203785562338,0.0
0.23744090937214277,0.004420530815908957
0.2533987816150091,0.01595787224286635
0.25451095618226716,0.0011121745672580396
0.2585060251876732,0.003995069005406027
0.25965773742761056,0.0011517122399373747
0.2605477781543748,0.0008900407267642407
0.2679848976044892,0.007437119450114382
0.26887728062914457,0.0008923830246553854
0.27003402302372953,0.0011567423945849642
0.27561560328558043,0.005581580261850905
0.27643482382243784,0.0008192205368574013
0.2777158599775833,0.0012810361551454652
0.2836046873976899,0.0058888274201066015
0.28524777430230586,0.0016430869046159535
0.2862649335206925,0.0010171592183866318
0.2916721182100002,0.005407184689307731
0.29217368649091546,0.0005015682809152433
0.2922165798679313,4.2893377015851275e-05
0.2929949104022025,0.0007783305342711766
0.29442981318998057,0.0014349027877780807
0.2971029018311181,0.002673088641137522
0.29859977645042357,0.0014968746193054772
0.2998485537925652,0.001248777342141627
0.30006798277176483,0.00021942897919963178
0.300166212110822,9.822933905717646e-05
0.3004105918299667,0.000244379719144705
0.3030753231582711,0.002664731328304415
0.30480856367013665,0.0017332405118655192
0.311484445399547,0.00667588172941036
0.3117987918175037,0.00031434641795669016
0.3124339113807391,0.0006351195632354201
0.313034623615831,0.0006007122350918936
0.3161458941220577,0.003111270506226671
0.3169394193822063,0.000793525260148642
0.3175113500277798,0.0005719306455734818
0.3177151094084936,0.00020375938071381938
0.3199598735673802,0.0022447641588865808
0.32200102345195375,0.0020411498845735454
0.324905457685383,0.0029044342334292317
0.3264382225370206,0.0015327648516376136
0.3280717519630946,0.0016335294260740318
0.3285386860867531,0.0004669341236584468
0.32952434050302154,0.0009856544162684666
0.33243273041824617,0.0029083899152246295
0.33423247549244745,0.0017997450742012755
0.3347528418786734,0.0005203663862259345
0.3349559675698607,0.00020312569118730028
0.3361279080062054,0.0011719404363447206
0.337538644136674,0.001410736130468604
0.3380107569039258,0.00047211276725178664
0.3395503065402207,0.0015395496362949346
0.34001760011588994,0.00046729357566921426
0.3419749970052192,0.001957396889329277
0.34226383441307423,0.00028883740785501377
0.3425144303221357,0.00025059590906145734
0.3429017030479357,0.00038727272580002525
0.3445067434490302,0.001605040401094493
0.3462682726134973,0.0017615291644670905
0.3470222964338617,0.0007540238203643801
0.34821850134891014,0.00119620491504846
0.350008828522798,0.0017903271738878845
0.35040696634740043,0.000398137824602407
