cluster,n_samples,percentage,top_features,mean_Alcohol_Consumption,delta_Alcohol_Consumption,mean_BMI,delta_BMI,mean_Height_(cm),delta_Height_(cm),mean_General_Health,delta_General_Health,mean_Sex,delta_Sex
0,12921,86.14,"Alcohol_Consumption, BMI, Height_(cm), General_Health, Sex",-0.3321612977978688,-0.3256367990366653,0.03638019440844471,0.04163781933103825,-0.0313816036399272,-0.03477980292379051,2.5044501199597553,-0.033549880040244506,0.4631994427675876,-0.021733890565745706
1,2079,13.86,"Alcohol_Consumption, BMI, Height_(cm), General_Health, Sex",2.0173105567235257,2.0238350554847293,-0.26403697248216307,-0.25877934755956955,0.2195549253917503,0.216156726107887,2.7465127465127464,0.20851274651274654,0.62000962000962,0.13507628667628668
