cluster,n_samples,percentage,General_Health_mean,General_Health_std,General_Health_min,General_Health_max,Checkup_mean,Checkup_std,Checkup_min,Checkup_max,Exercise_mean,Exercise_std,Exercise_min,Exercise_max,Heart_Disease_mean,Heart_Disease_std,Heart_Disease_min,Heart_Disease_max,Skin_Cancer_mean,Skin_Cancer_std,Skin_Cancer_min,Skin_Cancer_max,Other_Cancer_mean,Other_Cancer_std,Other_Cancer_min,Other_Cancer_max,Depression_mean,Depression_std,Depression_min,Depression_max,Diabetes_mean,Diabetes_std,Diabetes_min,Diabetes_max,Arthritis_mean,Arthritis_std,Arthritis_min,Arthritis_max,Sex_mean,Sex_std,Sex_min,Sex_max,Age_Category_mean,Age_Category_std,Age_Category_min,Age_Category_max,Height_(cm)_mean,Height_(cm)_std,Height_(cm)_min,Height_(cm)_max,BMI_mean,BMI_std,BMI_min,BMI_max,Smoking_History_mean,Smoking_History_std,Smoking_History_min,Smoking_History_max,Alcohol_Consumption_mean,Alcohol_Consumption_std,Alcohol_Consumption_min,Alcohol_Consumption_max,Fruit_Consumption_mean,Fruit_Consumption_std,Fruit_Consumption_min,Fruit_Consumption_max,Green_Vegetables_Consumption_mean,Green_Vegetables_Consumption_std,Green_Vegetables_Consumption_min,Green_Vegetables_Consumption_max,FriedPotato_Consumption_mean,FriedPotato_Consumption_std,FriedPotato_Consumption_min,FriedPotato_Consumption_max
0,12921,86.14,2.5044501199597553,1.0496200889476488,0.0,4.0,3.6154322420865257,0.82895000591165,0.0,4.0,0.7610866032040864,0.4264362313989853,0.0,1.0,0.0849005494930733,0.27874443408985905,0.0,1.0,0.08962154631994428,0.2856498551266263,0.0,1.0,0.09411036297500193,0.291993495016181,0.0,1.0,0.20424115780512345,0.40316161366138586,0.0,1.0,0.15385806052163145,0.3608265982867556,0.0,1.0,0.3291540902406934,0.46992421283164754,0.0,1.0,0.4631994427675876,0.49866317691611584,0.0,1.0,1.100766194566984,0.7539782218542382,0.0,2.0,-0.0313816036399272,1.0041986002641545,-6.437905046748529,5.47801681138289,0.03638019440844471,1.0150340608648725,-2.5245969814060687,8.138798803218414,0.3867347728503986,0.48702088785429926,0.0,1.0,-0.3321612977978688,0.4925389455856633,-0.6215270451930928,3.037121420551922,0.010812604516055,1.0130638725448773,-1.1993715288924844,3.6246142762281623,-0.0075753908583752454,1.0308300752956676,-1.0123424646664303,7.027204463468246,0.0008334185147924683,1.0586398606329495,-0.7336199076125894,13.247602805761442
1,2079,13.86,2.7465127465127464,0.8946994530919047,0.0,4.0,3.6623376623376624,0.7525897025124232,0.0,4.0,0.8436748436748437,0.3632506990404565,0.0,1.0,0.05772005772005772,0.23326942816877494,0.0,1.0,0.14766714766714767,0.3548550827760333,0.0,1.0,0.10004810004810005,0.3001363142264166,0.0,1.0,0.1645021645021645,0.3708198261617355,0.0,1.0,0.05772005772005772,0.23326942816877494,0.0,1.0,0.30832130832130833,0.4619111454986985,0.0,1.0,0.62000962000962,0.48550084267933896,0.0,1.0,1.215007215007215,0.7416171800970489,0.0,2.0,0.2195549253917503,0.9373735421482359,-2.6848587922189484,3.038536745938662,-0.26403697248216307,0.7237209650246771,-2.244021650193088,4.029826739552905,0.5146705146705147,0.49990497138464857,0.0,1.0,2.0173105567235257,0.9162366226392306,-0.6215270451930928,3.037121420551922,-0.067703286025357,0.922850573730514,-1.1993715288924844,3.6246142762281623,0.01406289531440001,0.6806464987621814,-1.0123424646664303,3.0074309994009076,-0.059497220346370845,0.6938824901148418,-0.7336199076125894,3.926787663512088
