K,Train_Accuracy,CV_Accuracy,CV_Precision,CV_Recall,CV_F1,CV_ROC_AUC,CV_Std_Recall
3,0.8447953492026082,0.7171498153821981,0.5821969806262508,0.5361772330897949,0.5582277952957113,0.7345075103667162,0.009610521976393966
5,0.8123968889936366,0.7283054442611361,0.6034298220096981,0.5393825123733207,0.5696077190543157,0.7638827456393636,0.005304893942534417
7,0.7983030874381334,0.7362086573964962,0.6184206738922877,0.5447089323591798,0.5792204581643905,0.7798927642756512,0.006795501783055414
9,0.7898656610888523,0.7411265613952392,0.6279274813303267,0.5481970304030168,0.5853529878321367,0.7898432093363741,0.006233785703742275
11,0.7854348338439783,0.7434519600911305,0.63238629033407,0.5501767617251945,0.5883959163613743,0.7960589147982656,0.008563541595651073
13,0.7832508445282426,0.74573022232697,0.63751736443797,0.5497996700447796,0.5903961761308547,0.8007125043096867,0.0081484748184006
15,0.7800455652447168,0.7471128918218242,0.6405495278007043,0.5499882158849869,0.591801959491373,0.8035880338935921,0.006579885147109792
